우편번호|일련번호|시도|시군구|읍면|도로명|시작사서함주번호 |시작사서함부번호|끝사서함주번호|끝사서함부번호
210899|016|강원도|강릉시| |사서함|334|1|334|27
210600|006|강원도|강릉시| |강릉우체국사서함|1| |99|
219839|036|강원도|고성군|간성읍|사서함|71|15| |
219839|166|강원도|고성군|간성읍|사서함|71|20| |
219839|056|강원도|고성군|간성읍|사서함|71|21| |
219839|046|강원도|고성군|간성읍|사서함|71|22| |
219839|026|강원도|고성군|간성읍|사서함|71|13| |
219839|016|강원도|고성군|간성읍|사서함|71|11| |
219839|006|강원도|고성군|간성읍|사서함|71|28| |
219839|066|강원도|고성군|거진읍|사서함|71|4| |
219839|076|강원도|고성군|거진읍|사서함|71|16| |
219839|116|강원도|고성군|죽왕면|사서함|71|18| |
219839|106|강원도|고성군|죽왕면|사서함|71|23| |
219839|086|강원도|고성군|죽왕면|사서함|71|9| |
219839|096|강원도|고성군|죽왕면|사서함|71|17| |
219839|186|강원도|고성군|토성면|사서함|71|12| |
219839|196|강원도|고성군|토성면|사서함|71|14| |
219839|146|강원도|고성군|토성면|사서함|71|1|71|3
219839|136|강원도|고성군|토성면|사서함|71|10| |
219839|206|강원도|고성군|토성면|사서함|71|27| |
219839|126|강원도|고성군|토성면|사서함|71|5|71|7
219839|176|강원도|고성군|토성면|사서함|71|8| |
245899|026|강원도|동해시| |사서함|73|7| |
245899|016|강원도|동해시| |사서함|73|4| |
240899|016|강원도|동해시| |사서함|604|20| |
240600|006|강원도|동해시| |동해우체국사서함|1| |99|
240899|026|강원도|동해시| |사서함|604|21|604|25
245899|086|강원도|동해시| |사서함|73|2| |
245899|076|강원도|삼척시|근덕면|사서함|73|13| |
245899|096|강원도|삼척시|근덕면|사서함|73|18| |
245899|046|강원도|삼척시| |사서함|73|3| |
245899|106|강원도|삼척시| |사서함|73|8|73|12
245899|066|강원도|삼척시| |사서함|73|15|73|17
245899|056|강원도|삼척시| |사서함|73|5|73|6
245600|006|강원도|삼척시| |삼척우체국사서함|1| |99|
245899|036|강원도|삼척시| |사서함|73|1| |
217600|006|강원도|속초시| |속초우체국사서함|1| |99|
219839|156|강원도|속초시| |사서함|71|25| |
255809|146|강원도|양구군|남면|사서함|108|11| |
255809|016|강원도|양구군|남면|사서함|108|6| |
255809|116|강원도|양구군|남면|사서함|108|13| |
255809|176|강원도|양구군|남면|사서함|108|16| |
255809|006|강원도|양구군|남면|사서함|108|5| |
255809|106|강원도|양구군|남면|사서함|108|26| |
255809|026|강원도|양구군|남면|사서함|108|7|108|8
255809|036|강원도|양구군|남면|사서함|108|15| |
255808|006|강원도|양구군|남면|사서함|97|14| |
255809|046|강원도|양구군|동면|사서함|108|21| |
255808|026|강원도|양구군|동면|사서함|97|16| |
255808|016|강원도|양구군|동면|사서함|97|24| |
255808|046|강원도|양구군|동면|사서함|97|19| |
255808|166|강원도|양구군|동면|사서함|97|23| |
255808|036|강원도|양구군|동면|사서함|97|17|97|18
255808|056|강원도|양구군|방산면|사서함|97|15| |
255808|156|강원도|양구군|방산면|사서함|97|20|97|21
255808|146|강원도|양구군|방산면|사서함|97|26| |
255809|096|강원도|양구군|양구읍|사서함|108|18| |
255809|086|강원도|양구군|양구읍|사서함|108|1| |
255809|076|강원도|양구군|양구읍|사서함|108|3| |
255809|066|강원도|양구군|양구읍|사서함|108|2| |
255808|096|강원도|양구군|양구읍|사서함|97|2| |
255808|086|강원도|양구군|양구읍|사서함|97|7| |
255808|076|강원도|양구군|양구읍|사서함|97|1| |
255808|066|강원도|양구군|양구읍|사서함|97|4| |
255808|106|강원도|양구군|양구읍|사서함|97|27| |
255808|126|강원도|양구군|양구읍|사서함|97|11| |
255809|166|강원도|양구군|양구읍|사서함|108|25| |
255809|156|강원도|양구군|양구읍|사서함|108|9|108|10
255809|136|강원도|양구군|양구읍|사서함|108|19| |
255809|126|강원도|양구군|양구읍|사서함|108|12| |
255808|196|강원도|양구군|양구읍|사서함|97|12| |
255808|186|강원도|양구군|양구읍|사서함|97|9| |
255808|176|강원도|양구군|양구읍|사서함|97|5| |
255808|136|강원도|양구군|양구읍|사서함|97|25| |
255808|116|강원도|양구군|양구읍|사서함|97|8| |
255808|216|강원도|양구군|양구읍|사서함|97|6| |
255808|206|강원도|양구군|양구읍|사서함|97|3| |
215829|106|강원도|양양군|강현면|사서함|31|14| |
215859|026|강원도|양양군|강현면|사서함|123|3| |
215859|016|강원도|양양군|강현면|사서함|123|1| |
215859|006|강원도|양양군|강현면|사서함|123|8|123|22
215829|156|강원도|양양군|강현면|사서함|31|2| |
215829|166|강원도|양양군|강현면|사서함|31|7| |
215859|056|강원도|양양군|강현면|사서함|123|4| |
215859|066|강원도|양양군|강현면|사서함|123|7| |
215859|036|강원도|양양군|강현면|사서함|123|5| |
215859|046|강원도|양양군|강현면|사서함|123|2| |
215829|136|강원도|양양군|서면|사서함|31|12| |
215829|026|강원도|양양군|서면|사서함|31|10| |
215829|066|강원도|양양군|손양면|사서함|31|3| |
215829|076|강원도|양양군|손양면|사서함|31|5| |
215829|086|강원도|양양군|손양면|사서함|31|9| |
215829|096|강원도|양양군|손양면|사서함|31|11| |
215829|036|강원도|양양군|손양면|사서함|31|1| |
215829|116|강원도|양양군|손양면|사서함|31|16| |
215829|126|강원도|양양군|손양면|사서함|31|30| |
215829|046|강원도|양양군|양양읍|사서함|31|8| |
215829|146|강원도|양양군|현북면|사서함|31|4| |
215829|056|강원도|양양군|현북면|사서함|31|13| |
220838|026|강원도|원주시|소초면|사서함|87|3|87|10
220838|006|강원도|원주시|소초면|사서함|87|1| |
220838|016|강원도|원주시|소초면|사서함|87|12|87|16
220839|006|강원도|원주시|소초면|사서함|323|1|323|33
220899|046|강원도|원주시|판부면|사서함|502|26| |
220899|036|강원도|원주시|판부면|사서함|502|17| |
220899|066|강원도|원주시| |사서함|502|19| |
220838|036|강원도|원주시| |사서함|87|2| |
220838|046|강원도|원주시| |사서함|87|11| |
220899|056|강원도|원주시| |사서함|502|16| |
220899|076|강원도|원주시| |사서함|502|29|502|36
220899|086|강원도|원주시| |사서함|502|20|502|24
220899|026|강원도|원주시| |사서함|502|18| |
220600|006|강원도|원주시| |원주우체국사서함|1| |99|
220898|016|강원도|원주시| |사서함|133|1|133|6
220899|016|강원도|원주시| |사서함|502|1|502|15
252849|106|강원도|인제군|기린면|사서함|116|4|116|5
252849|076|강원도|인제군|기린면|사서함|116|12| |
252849|006|강원도|인제군|기린면|사서함|116|13| |
252849|016|강원도|인제군|기린면|사서함|116|7| |
252849|026|강원도|인제군|기린면|사서함|116|1|116|2
252849|096|강원도|인제군|기린면|사서함|116|18|116|19
252849|146|강원도|인제군|기린면|사서함|116|27| |
252849|126|강원도|인제군|기린면|사서함|116|16| |
252849|116|강원도|인제군|기린면|사서함|116|21| |
252849|086|강원도|인제군|기린면|사서함|116|9| |
252849|136|강원도|인제군|기린면|사서함|116|3| |
252839|046|강원도|인제군|남면|사서함|81|25| |
252839|036|강원도|인제군|남면|사서함|81|21| |
252839|066|강원도|인제군|남면|사서함|81|1| |
252839|026|강원도|인제군|남면|사서함|81|22| |
252839|016|강원도|인제군|남면|사서함|81|23|81|24
252829|046|강원도|인제군|북면|사서함|100|4| |
252829|266|강원도|인제군|북면|사서함|100|3| |
252829|276|강원도|인제군|북면|사서함|100|5| |
252829|296|강원도|인제군|북면|사서함|100|12| |
252829|316|강원도|인제군|북면|사서함|100|42| |
252829|306|강원도|인제군|북면|사서함|100|30| |
252829|326|강원도|인제군|북면|사서함|100|44|100|45
252829|126|강원도|인제군|북면|사서함|100|35| |
252829|136|강원도|인제군|북면|사서함|100|46| |
252829|166|강원도|인제군|북면|사서함|100|47| |
252829|156|강원도|인제군|북면|사서함|100|23| |
252829|006|강원도|인제군|북면|사서함|100|14| |
252829|016|강원도|인제군|북면|사서함|100|1| |
252829|026|강원도|인제군|북면|사서함|100|9| |
252829|036|강원도|인제군|북면|사서함|100|41| |
252829|336|강원도|인제군|북면|사서함|100|49| |
252829|286|강원도|인제군|북면|사서함|100|7|100|8
252829|346|강원도|인제군|북면|사서함|100|212| |
252829|236|강원도|인제군|북면|사서함|100|18| |
252829|246|강원도|인제군|북면|사서함|100|33| |
252829|256|강원도|인제군|북면|사서함|100|48| |
252829|116|강원도|인제군|북면|사서함|100|2| |
252849|156|강원도|인제군|상남면|사서함|116|6| |
252849|046|강원도|인제군|상남면|사서함|116|10| |
252849|036|강원도|인제군|상남면|사서함|116|23| |
252849|166|강원도|인제군|상남면|사서함|116|8| |
252829|356|강원도|인제군|서화면|사서함|100|24| |
252829|366|강원도|인제군|서화면|사서함|100|25| |
252829|176|강원도|인제군|서화면|사서함|100|17| |
252829|186|강원도|인제군|서화면|사서함|100|28| |
252829|196|강원도|인제군|서화면|사서함|100|34| |
252829|206|강원도|인제군|서화면|사서함|100|21| |
252829|226|강원도|인제군|서화면|사서함|100|29| |
252829|216|강원도|인제군|서화면|사서함|100|26|100|27
252829|146|강원도|인제군|서화면|사서함|100|19|100|20
252829|056|강원도|인제군|서화면|사서함|100|11| |
252829|066|강원도|인제군|서화면|사서함|100|15|100|16
252829|086|강원도|인제군|인제읍|사서함|100|22| |
252829|076|강원도|인제군|인제읍|사서함|100|37|100|39
252849|056|강원도|인제군|인제읍|사서함|116|11| |
252849|066|강원도|인제군|인제읍|사서함|116|20| |
252829|106|강원도|인제군|인제읍|사서함|100|6| |
252829|096|강원도|인제군|인제읍|사서함|100|36| |
487839|116|강원도|철원군|갈말읍|사서함|105|21| |
269849|006|강원도|철원군|갈말읍|사서함|107|16| |
487839|106|강원도|철원군|갈말읍|사서함|105|17| |
487839|096|강원도|철원군|갈말읍|사서함|105|17| |
269849|016|강원도|철원군|갈말읍|사서함|107|20| |
269849|246|강원도|철원군|갈말읍|사서함|107|23| |
209839|006|강원도|철원군|근남면|사서함|99|4| |
209839|176|강원도|철원군|근남면|사서함|99|14|99|15
209839|016|강원도|철원군|근남면|사서함|99|18| |
269849|026|강원도|철원군|김화읍|사서함|107|9| |
269849|206|강원도|철원군|김화읍|사서함|107|21| |
269849|036|강원도|철원군|김화읍|사서함|107|4| |
269849|216|강원도|철원군|김화읍|사서함|107|11| |
269849|226|강원도|철원군|김화읍|사서함|107|13| |
269849|196|강원도|철원군|김화읍|사서함|107|15| |
487839|036|강원도|철원군|동송읍|사서함|105|4| |
487839|126|강원도|철원군|동송읍|사서함|105|6| |
487839|046|강원도|철원군|동송읍|사서함|105|2| |
487839|186|강원도|철원군|동송읍|사서함|105|22| |
487839|056|강원도|철원군|동송읍|사서함|105|9| |
487839|156|강원도|철원군|동송읍|사서함|105|19| |
487839|266|강원도|철원군|동송읍|사서함|105|16| |
487839|196|강원도|철원군|동송읍|사서함|105|20| |
487839|146|강원도|철원군|동송읍|사서함|105|18| |
487839|206|강원도|철원군|동송읍|사서함|105|100| |
487839|176|강원도|철원군|동송읍|사서함|105|13| |
487839|136|강원도|철원군|동송읍|사서함|105|23| |
487839|166|강원도|철원군|동송읍|사서함|105|11| |
269849|096|강원도|철원군|서면|사서함|107|26| |
269849|086|강원도|철원군|서면|사서함|107|18| |
269849|076|강원도|철원군|서면|사서함|107|12| |
269849|056|강원도|철원군|서면|사서함|107|22| |
269849|236|강원도|철원군|서면|사서함|107|17| |
269849|176|강원도|철원군|서면|사서함|107|6|107|7
269849|066|강원도|철원군|서면|사서함|107|1|107|2
269849|186|강원도|철원군|서면|사서함|107|25| |
269849|166|강원도|철원군|서면|사서함|107|24| |
269849|156|강원도|철원군|서면|사서함|107|19| |
269849|126|강원도|철원군|서면|사서함|107|14| |
269849|106|강원도|철원군|서면|사서함|107|32| |
269849|046|강원도|철원군|서면|사서함|107|28| |
269849|136|강원도|철원군|서면|사서함|107|5| |
269849|146|강원도|철원군|서면|사서함|107|8| |
269849|116|강원도|철원군|서면|사서함|107|3| |
200829|006|강원도|춘천시|동내면|사서함|114|19|114|20
209838|006|강원도|춘천시|사북면|사서함|93|10| |
200829|016|강원도|춘천시|서면|사서함|114|3| |
200829|226|강원도|춘천시|서면|사서함|114|5| |
200829|036|강원도|춘천시|신동면|사서함|114|21| |
200829|106|강원도|춘천시|신동면|사서함|114|22| |
200829|126|강원도|춘천시|신동면|사서함|114|25| |
200829|136|강원도|춘천시|신동면|사서함|114|30| |
200829|046|강원도|춘천시|신북읍|사서함|114|24| |
200829|056|강원도|춘천시|신북읍|사서함|114|13| |
200829|116|강원도|춘천시|신북읍|사서함|114|26| |
200829|176|강원도|춘천시|신북읍|사서함|114|15| |
200829|186|강원도|춘천시|신북읍|사서함|114|29| |
200829|196|강원도|춘천시|신북읍|사서함|114|32| |
200829|206|강원도|춘천시|신북읍|사서함|114|14| |
200829|216|강원도|춘천시|신북읍|사서함|114|28| |
200829|246|강원도|춘천시|신북읍|사서함|114|9|114|10
200829|256|강원도|춘천시|신북읍|사서함|114|17| |
200829|236|강원도|춘천시|신북읍|사서함|114|6|114|7
200829|266|강원도|춘천시|신북읍|사서함|114|36| |
200829|066|강원도|춘천시|신북읍|사서함|114|2| |
200829|076|강원도|춘천시|신북읍|사서함|114|1| |
200829|086|강원도|춘천시| |사서함|114|4| |
200829|096|강원도|춘천시| |사서함|114|16| |
200600|006|강원도|춘천시| |춘천우체국사서함|1| |99|
200829|166|강원도|춘천시| |사서함|114|23| |
200829|146|강원도|춘천시| |사서함|114|34| |
200829|156|강원도|춘천시| |사서함|114|18| |
200829|026|강원도|춘천시| |사서함|114|8| |
235600|006|강원도|태백시| |태백우체국사서함|1| |99|
250889|256|강원도|홍천군|남면|사서함|101|4| |
250889|266|강원도|홍천군|남면|사서함|101|14| |
250889|286|강원도|홍천군|남면|사서함|101|23| |
250889|276|강원도|홍천군|남면|사서함|101|18|101|19
250889|116|강원도|홍천군|남면|사서함|101|29|101|30
250889|126|강원도|홍천군|남면|사서함|101|24| |
250889|006|강원도|홍천군|남면|사서함|101|17| |
250889|136|강원도|홍천군|남면|사서함|101|27| |
250819|046|강원도|홍천군|두촌면|사서함|81|20| |
252839|056|강원도|홍천군|두촌면|사서함|81|26| |
250889|036|강원도|홍천군|북방면|사서함|101|15| |
250889|046|강원도|홍천군|북방면|사서함|101|1|101|3
250889|206|강원도|홍천군|북방면|사서함|101|20| |
250889|186|강원도|홍천군|북방면|사서함|101|10| |
250889|196|강원도|홍천군|북방면|사서함|101|12| |
250889|296|강원도|홍천군|북방면|사서함|101|6| |
250889|316|강원도|홍천군|북방면|사서함|101|11| |
250889|326|강원도|홍천군|북방면|사서함|101|13| |
250889|306|강원도|홍천군|북방면|사서함|101|8|101|9
250889|166|강원도|홍천군|홍천읍|사서함|101|31| |
250889|146|강원도|홍천군|홍천읍|사서함|101|28| |
250889|216|강원도|홍천군|홍천읍|사서함|101|7| |
250889|226|강원도|홍천군|홍천읍|사서함|101|21| |
250889|066|강원도|홍천군|홍천읍|사서함|101|5| |
250889|156|강원도|홍천군|홍천읍|사서함|101|33| |
250889|176|강원도|홍천군|홍천읍|사서함|101|32| |
250889|246|강원도|홍천군|화촌면|사서함|101|25|101|26
250889|106|강원도|홍천군|화촌면|사서함|101|16| |
250889|236|강원도|홍천군|화촌면|사서함|101|22| |
250819|056|강원도|홍천군|화촌면|사서함|81|1|81|11
209839|026|강원도|화천군|사내면|사서함|99|1| |
209838|046|강원도|화천군|사내면|사서함|93|13| |
209838|036|강원도|화천군|사내면|사서함|93|1| |
209838|026|강원도|화천군|사내면|사서함|93|2|93|3
209838|016|강원도|화천군|사내면|사서함|93|14| |
209838|056|강원도|화천군|사내면|사서함|93|4| |
209838|116|강원도|화천군|사내면|사서함|93|19| |
209839|106|강원도|화천군|사내면|사서함|99|29| |
209839|096|강원도|화천군|사내면|사서함|99|27| |
209839|086|강원도|화천군|사내면|사서함|99|24| |
209839|076|강원도|화천군|사내면|사서함|99|13| |
209839|066|강원도|화천군|사내면|사서함|99|5|99|9
209839|056|강원도|화천군|사내면|사서함|99|3| |
209838|066|강원도|화천군|사내면|사서함|93|6| |
209838|126|강원도|화천군|사내면|사서함|93|11|93|12
209838|076|강원도|화천군|사내면|사서함|93|15| |
209838|106|강원도|화천군|사내면|사서함|93|16| |
209838|096|강원도|화천군|사내면|사서함|93|7|93|9
209838|086|강원도|화천군|사내면|사서함|93|5| |
209819|276|강원도|화천군|상서면|사서함|104|19|104|20
209819|046|강원도|화천군|상서면|사서함|104|15| |
209819|196|강원도|화천군|상서면|사서함|104|3| |
209819|206|강원도|화천군|상서면|사서함|104|10| |
209819|216|강원도|화천군|상서면|사서함|104|13|104|14
209819|146|강원도|화천군|상서면|사서함|104|26| |
209819|226|강원도|화천군|상서면|사서함|104|5| |
209819|236|강원도|화천군|상서면|사서함|104|9| |
209839|126|강원도|화천군|상서면|사서함|99|17| |
209839|136|강원도|화천군|상서면|사서함|99|22| |
209839|146|강원도|화천군|상서면|사서함|99|25| |
209839|116|강원도|화천군|상서면|사서함|99|11|99|12
209839|166|강원도|화천군|상서면|사서함|99|26| |
209839|156|강원도|화천군|상서면|사서함|99|19|99|21
209819|006|강원도|화천군|상서면|사서함|104|32| |
209819|266|강원도|화천군|상서면|사서함|104|18| |
209819|246|강원도|화천군|상서면|사서함|104|24| |
209819|286|강원도|화천군|상서면|사서함|104|30|104|31
209839|036|강원도|화천군|상서면|사서함|99|2| |
209839|046|강원도|화천군|상서면|사서함|99|16| |
209819|256|강원도|화천군|상서면|사서함|104|27| |
209819|016|강원도|화천군|상서면|사서함|104|11| |
209819|026|강원도|화천군|상서면|사서함|104|29| |
209819|036|강원도|화천군|상서면|사서함|104|28| |
209819|076|강원도|화천군|상서면|사서함|104|2| |
209819|066|강원도|화천군|상서면|사서함|104|1| |
209819|056|강원도|화천군|상서면|사서함|104|16| |
209819|096|강원도|화천군|하남면|사서함|104|7| |
209819|136|강원도|화천군|화천읍|사서함|104|4| |
209819|186|강원도|화천군|화천읍|사서함|104|8| |
209819|156|강원도|화천군|화천읍|사서함|104|17| |
209819|166|강원도|화천군|화천읍|사서함|104|21| |
209819|176|강원도|화천군|화천읍|사서함|104|34| |
209819|106|강원도|화천군|화천읍|사서함|104|12| |
209819|116|강원도|화천군|화천읍|사서함|104|6| |
209819|126|강원도|화천군|화천읍|사서함|104|22| |
477809|046|경기도|가평군|가평읍|사서함|567|26|567|27
477809|036|경기도|가평군|가평읍|사서함|567|14| |
477809|006|경기도|가평군|가평읍|사서함|567|2| |
477809|076|경기도|가평군|가평읍|사서함|567|3|567|10
477809|026|경기도|가평군|가평읍|사서함|567|18|567|20
477809|096|경기도|가평군|가평읍|사서함|567|11| |
477809|086|경기도|가평군|가평읍|사서함|567|1| |
477809|016|경기도|가평군|가평읍|사서함|567|25| |
477809|066|경기도|가평군|가평읍|사서함|567|12| |
477839|036|경기도|가평군|상면|사서함|102|25|102|29
477839|026|경기도|가평군|상면|사서함|102|21|102|23
477839|016|경기도|가평군|상면|사서함|102|6| |
477839|006|경기도|가평군|상면|사서함|102|24| |
477839|076|경기도|가평군|상면|사서함|102|30| |
477809|056|경기도|가평군|청평면|사서함|567|21| |
477839|086|경기도|가평군|하면|사서함|102|10| |
477839|126|경기도|가평군|하면|사서함|102|11|102|12
477839|116|경기도|가평군|하면|사서함|102|7|102|9
477839|106|경기도|가평군|하면|사서함|102|4|102|5
477839|096|경기도|가평군|하면|사서함|102|1|102|2
477839|046|경기도|가평군|하면|사서함|102|3| |
477839|056|경기도|가평군|하면|사서함|102|13|102|16
477839|066|경기도|가평군|하면|사서함|102|31|102|32
412600|006|경기도|고양시 덕양구| |고양덕양우체국사서함|1| |99|
412799|096|경기도|고양시 덕양구| |사서함|86|13| |
412779|076|경기도|고양시 덕양구| |사서함|111|20| |
412799|066|경기도|고양시 덕양구| |사서함|86|9| |
412799|016|경기도|고양시 덕양구| |사서함|86|15| |
412799|086|경기도|고양시 덕양구| |사서함|86|10| |
412799|046|경기도|고양시 덕양구| |사서함|86|22|86|31
412779|056|경기도|고양시 덕양구| |사서함|111|11| |
412779|046|경기도|고양시 덕양구| |사서함|111|7| |
412779|036|경기도|고양시 덕양구| |사서함|111|28| |
410800|016|경기도|고양시 덕양구| |사서함|110|5| |
412799|076|경기도|고양시 덕양구| |사서함|86|1|86|8
412779|006|경기도|고양시 덕양구| |사서함|111|13|111|22
412779|016|경기도|고양시 덕양구| |사서함|111|18| |
410800|116|경기도|고양시 일산동구| |사서함|110|1|110|26
410800|106|경기도|고양시 일산동구| |사서함|110|12|110|25
410601|016|경기도|고양시 일산동구| |고양우편집중국사서함|1| | |
410602|016|경기도|고양시 일산동구| |고양우편집중국사서함|2| | |
410600|016|경기도|고양시 일산동구| |고양일산우체국사서함|1| |99|
410605|016|경기도|고양시 일산동구| |고양우편집중국사서함|5| | |
410604|016|경기도|고양시 일산동구| |고양우편집중국사서함|4| | |
410603|016|경기도|고양시 일산동구| |고양우편집중국사서함|3| | |
427600|006|경기도|과천시| |과천우체국사서함|1| |99|
423600|006|경기도|광명시| |광명우체국사서함|1| |99|
471600|006|경기도|구리시| |구리우체국사서함|1| |99|
435600|006|경기도|군포시| |군포우체국사서함|1| |99|
480799|016|경기도|남양주시|별내면|사서함|130|53| |
480799|026|경기도|남양주시|퇴계원면|사서함|130|19|130|33
472600|016|경기도|남양주시| |남양주우체국사서함|1| |99|
482869|216|경기도|동두천시| |사서함|92|3| |
482869|006|경기도|동두천시| |사서함|92|27| |
482839|006|경기도|동두천시| |사서함|94|30| |
486859|006|경기도|동두천시| |사서함|106|36| |
483600|006|경기도|동두천시| |동두천우체국사서함|1| |99|
482869|186|경기도|동두천시| |사서함|92|1| |
482869|226|경기도|동두천시| |사서함|92|12| |
482869|236|경기도|동두천시| |사서함|92|7|92|9
486859|216|경기도|동두천시| |사서함|106|38| |
482869|246|경기도|동두천시| |사서함|92|14| |
422600|006|경기도|부천시 소사구| |남부천우체국사서함|1| |99|
421601|056|경기도|부천시 오정구| |부천우편집중국사서함|1| | |
421602|056|경기도|부천시 오정구| |부천우편집중국사서함|2| | |
420600|006|경기도|부천시 원미구| |부천우체국사서함|1| |99|
463606|016|경기도|성남시 분당구| |성남우편집중국사서함|6| | |
